date,volume
2024-06-27,2451.0
2024-06-28,2651.0
2024-06-29,1771.0
2024-06-30,1845.0
2024-07-01,2945.0
2024-07-02,3111.0
2024-07-03,3122.0
2024-07-04,3137.0
2024-07-05,3171.0
2024-07-06,2104.0
2024-07-07,2174.0
2024-07-08,3147.0
2024-07-09,3161.0
2024-07-10,3046.0
2024-07-11,3004.0
2024-07-12,2882.0
2024-07-13,1776.0
2024-07-14,1641.0
2024-07-15,2574.0
2024-07-16,2486.0
2024-07-17,2472.0
2024-07-18,2286.0
2024-07-19,2367.0
2024-07-20,1494.0
2024-07-21,1522.0
2024-07-22,2396.0
2024-07-23,2421.0
2024-07-24,2523.0
2024-07-25,2567.0
2024-07-26,2667.0
2024-07-27,1952.0
2024-07-28,2032.0
2024-07-29,3182.0
2024-07-30,3362.0
2024-07-31,3459.0
2024-08-01,3502.0
2024-08-02,3490.0
2024-08-03,2407.0
2024-08-04,2379.0
2024-08-05,3801.0
2024-08-06,3590.0
2024-08-07,3666.0
2024-08-08,3770.0
2024-08-09,3717.0
2024-08-10,2329.0
2024-08-11,2237.0
2024-08-12,3412.0
2024-08-13,3167.0
2024-08-14,3135.0
2024-08-15,2942.0
2024-08-16,2820.0
2024-08-17,1901.0
2024-08-18,1789.0
2024-08-19,2721.0
2024-08-20,2677.0
2024-08-21,2753.0
2024-08-22,2774.0
2024-08-23,2904.0
2024-08-24,1981.0
2024-08-25,2032.0
2024-08-26,3256.0
2024-08-27,3397.0
2024-08-28,3629.0
2024-08-29,3645.0
2024-08-30,3886.0
2024-08-31,2600.0
2024-09-01,2729.0
2024-09-02,4304.0
2024-09-03,4185.0
2024-09-04,4341.0
2024-09-05,4231.0
2024-09-06,4278.0
2024-09-07,1757.0
2024-09-08,2739.0
2024-09-09,4307.0
2024-09-10,4113.0
2024-09-11,4042.0
2024-09-12,3851.0
2024-09-13,3791.0
2024-09-14,2356.0
2024-09-15,2350.0
2024-09-16,3361.0
2024-09-17,3275.0
2024-09-18,3278.0
2024-09-19,3182.0
2024-09-20,3020.0
2024-09-21,2055.0
2024-09-22,2110.0
2024-09-23,3254.0
2024-09-24,3336.0
2024-09-25,3488.0
2024-09-26,3706.0
2024-09-27,3867.0
2024-09-28,2747.0
2024-09-29,2741.0
2024-09-30,4513.0
2024-10-01,4555.0
2024-10-02,4689.0
2024-10-03,4786.0
2024-10-04,4953.0
2024-10-05,3235.0
2024-10-06,3242.0
2024-10-07,4870.0
2024-10-08,4772.0
2024-10-09,4674.0
2024-10-10,4644.0
2024-10-11,4464.0
2024-10-12,1690.0
2024-10-13,2738.0
2024-10-14,4064.0
2024-10-15,3946.0
2024-10-16,3781.0
2024-10-17,3666.0
2024-10-18,3653.0
2024-10-19,2273.0
2024-10-20,2269.0
2024-10-21,3563.0
2024-10-22,3572.0
2024-10-23,3681.0
2024-10-24,3894.0
2024-10-25,4012.0
2024-10-26,2706.0
2024-10-27,2894.0
2024-10-28,4591.0
2024-10-29,4797.0
2024-10-30,4930.0
2024-10-31,4935.0
2024-11-01,5035.0
2024-11-02,2037.0
2024-11-03,3407.0
2024-11-04,5260.0
2024-11-05,5383.0
2024-11-06,5313.0
2024-11-07,5251.0
2024-11-08,5152.0
2024-11-09,3335.0
2024-11-10,3257.0
2024-11-11,4743.0
2024-11-12,4732.0
2024-11-13,4401.0
2024-11-14,4202.0
2024-11-15,2491.0
2024-11-16,2635.0
2024-11-17,2575.0
2024-11-18,3716.0
2024-11-19,3614.0
2024-11-20,2250.0
2024-11-21,3591.0
2024-11-22,3671.0
2024-11-23,2435.0
2024-11-24,2516.0
2024-11-25,3909.0
2024-11-26,4252.0
2024-11-27,4335.0
2024-11-28,4504.0
2024-11-29,4687.0
2024-11-30,3230.0
2024-12-01,3358.0
2024-12-02,5209.0
2024-12-03,5312.0
2024-12-04,5474.0
2024-12-05,5474.0
2024-12-06,5332.0
2024-12-07,3549.0
2024-12-08,3382.0
2024-12-09,5216.0
2024-12-10,4936.0
2024-12-11,4742.0
2024-12-12,4570.0
2024-12-13,4599.0
2024-12-14,2794.0
2024-12-15,2647.0
2024-12-16,3909.0
2024-12-17,3783.0
2024-12-18,3783.0
2024-12-19,3732.0
2024-12-20,3581.0
2024-12-21,2435.0
2024-12-22,2431.0
2024-12-23,3760.0
2024-12-24,3940.0
2024-12-25,2347.0
2024-12-26,4098.0
2024-12-27,4299.0
2024-12-28,2946.0
2024-12-29,3133.0
2024-12-30,4795.0
2024-12-31,4969.0
2025-01-01,3088.0
2025-01-02,5224.0
2025-01-03,5276.0
2025-01-04,3491.0
2025-01-05,3598.0
2025-01-06,5339.0
2025-01-07,5221.0
2025-01-08,5089.0
2025-01-09,5084.0
2025-01-10,4913.0
2025-01-11,3224.0
2025-01-12,2924.0
2025-01-13,4239.0
2025-01-14,4372.0
2025-01-15,4006.0
2025-01-16,3914.0
2025-01-17,3632.0
2025-01-18,2380.0
2025-01-19,2307.0
2025-01-20,3511.0
2025-01-21,3541.0
2025-01-22,3699.0
2025-01-23,3615.0
2025-01-24,3708.0
2025-01-25,2531.0
2025-01-26,2721.0
2025-01-27,4129.0
2025-01-28,4381.0
2025-01-29,4680.0
2025-01-30,4718.0
2025-01-31,4871.0
2025-02-01,3297.0
2025-02-02,3408.0
2025-02-03,5330.0
2025-02-04,5206.0
2025-02-05,5175.0
2025-02-06,5234.0
2025-02-07,5277.0
2025-02-08,3431.0
2025-02-09,3342.0
2025-02-10,4833.0
2025-02-11,4560.0
2025-02-12,4570.0
2025-02-13,4398.0
2025-02-14,4268.0
2025-02-15,2538.0
2025-02-16,2526.0
2025-02-17,3737.0
2025-02-18,3620.0
2025-02-19,3504.0
2025-02-20,3530.0
2025-02-21,3453.0
2025-02-22,2259.0
2025-02-23,2416.0
2025-02-24,3664.0
2025-02-25,3858.0
2025-02-26,4047.0
2025-02-27,4150.0
2025-02-28,4333.0
2025-03-01,3225.0
2025-03-02,3286.0
2025-03-03,4987.0
2025-03-04,5251.0
2025-03-05,5151.0
2025-03-06,5193.0
2025-03-07,5063.0
2025-03-08,3284.0
2025-03-09,3108.0
2025-03-10,4705.0
2025-03-11,4626.0
2025-03-12,4377.0
2025-03-13,4188.0
2025-03-14,4005.0
2025-03-15,2589.0
2025-03-16,2472.0
2025-03-17,3594.0
2025-03-18,3557.0
2025-03-19,3514.0
2025-03-20,3380.0
2025-03-21,3444.0
2025-03-22,2261.0
2025-03-23,2308.0
2025-03-24,3714.0
2025-03-25,3817.0
2025-03-26,3891.0
2025-03-27,4089.0
2025-03-28,4199.0
2025-03-29,3000.0
2025-03-30,3000.0
2025-03-31,4730.0
2025-04-01,4776.0
2025-04-02,4868.0
2025-04-03,4900.0
2025-04-04,5027.0
2025-04-05,3373.0
2025-04-06,3239.0
2025-04-07,5182.0
2025-04-08,4927.0
2025-04-09,4842.0
2025-04-10,4621.0
2025-04-11,4565.0
2025-04-12,2774.0
2025-04-13,2719.0
2025-04-14,4018.0
2025-04-15,3756.0
2025-04-16,3587.0
2025-04-17,3565.0
2025-04-18,2052.0
2025-04-19,2143.0
2025-04-20,2174.0
2025-04-21,1938.0
2025-04-22,3361.0
2025-04-23,3500.0
2025-04-24,3542.0
2025-04-25,3720.0
2025-04-26,2504.0
2025-04-27,2716.0
2025-04-28,4178.0
2025-04-29,4200.0
2025-04-30,4519.0
2025-05-01,2802.0
2025-05-02,4749.0
2025-05-03,3201.0
2025-05-04,3198.0
2025-05-05,4953.0
2025-05-06,4894.0
2025-05-07,4856.0
2025-05-08,4814.0
2025-05-09,4672.0
2025-05-10,3006.0
2025-05-11,2800.0
2025-05-12,4224.0
2025-05-13,3987.0
2025-05-14,3832.0
2025-05-15,3738.0
2025-05-16,3559.0
2025-05-17,2225.0
2025-05-18,2218.0
2025-05-19,3357.0
2025-05-20,3140.0
2025-05-21,3222.0
2025-05-22,3261.0
2025-05-23,3410.0
2025-05-24,2252.0
2025-05-25,2401.0
2025-05-26,3800.0
2025-05-27,3860.0
2025-05-28,4050.0
2025-05-29,4252.0
2025-05-30,4454.0
2025-05-31,2927.0
2025-06-01,2966.0
2025-06-02,4798.0
2025-06-03,4714.0
2025-06-04,4805.0
2025-06-05,4792.0
2025-06-06,4780.0
2025-06-07,3045.0
2025-06-08,3039.0
2025-06-09,4498.0
2025-06-10,4474.0
2025-06-11,4379.0
2025-06-12,4033.0
2025-06-13,3810.0
2025-06-14,2451.0
2025-06-15,2382.0
2025-06-16,3444.0
2025-06-17,3417.0
2025-06-18,3261.0
2025-06-19,3271.0
2025-06-20,3229.0
2025-06-21,2147.0
2025-06-22,2083.0
2025-06-23,3292.0
2025-06-24,3316.0
2025-06-25,3432.0
2025-06-26,3610.0
2025-06-27,3715.0
2025-06-28,2621.0
2025-06-29,2768.0
2025-06-30,4343.0
2025-07-01,4358.0
2025-07-02,4602.0
2025-07-03,4679.0
2025-07-04,4680.0
2025-07-05,3128.0
2025-07-06,3153.0
2025-07-07,4506.0
2025-07-08,4533.0
2025-07-09,4422.0
2025-07-10,4300.0
2025-07-11,4166.0
2025-07-12,2636.0
2025-07-13,2519.0
2025-07-14,3700.0
2025-07-15,3497.0
2025-07-16,3410.0
2025-07-17,3290.0
2025-07-18,3116.0
2025-07-19,1947.0
2025-07-20,2052.0
2025-07-21,3103.0
2025-07-22,3056.0
2025-07-23,3253.0
2025-07-24,3321.0
2025-07-25,3419.0
2025-07-26,2331.0
2025-07-27,2477.0
2025-07-28,3906.0
2025-07-29,4161.0
2025-07-30,4218.0
2025-07-31,4436.0
2025-08-01,4376.0
2025-08-02,2897.0
2025-08-03,2987.0
2025-08-04,4603.0
2025-08-05,4542.0
2025-08-06,4602.0
2025-08-07,4461.0
2025-08-08,4414.0
2025-08-09,2872.0
2025-08-10,2732.0
2025-08-11,4109.0
2025-08-12,3883.0
2025-08-13,3837.0
2025-08-14,3482.0
2025-08-15,3427.0
2025-08-16,2220.0
2025-08-17,2043.0
2025-08-18,3048.0
2025-08-19,3054.0
2025-08-20,2945.0
2025-08-21,3106.0
2025-08-22,3005.0
2025-08-23,2000.0
2025-08-24,2180.0
2025-08-25,3282.0
2025-08-26,3368.0
2025-08-27,3566.0
2025-08-28,3769.0
2025-08-29,3890.0
2025-08-30,2621.0
2025-08-31,2761.0
2025-09-01,4198.0
2025-09-02,4286.0
2025-09-03,4459.0
2025-09-04,4458.0
2025-09-05,4529.0
2025-09-06,2846.0
2025-09-07,1657.0
2025-09-08,4383.0
2025-09-09,4171.0
2025-09-10,4039.0
2025-09-11,4035.0
2025-09-12,3704.0
2025-09-13,2379.0
2025-09-14,2350.0
2025-09-15,3341.0
2025-09-16,3188.0
2025-09-17,3094.0
2025-09-18,2998.0
2025-09-19,3006.0
2025-09-20,1982.0
2025-09-21,1884.0
2025-09-22,2954.0
2025-09-23,3004.0
2025-09-24,3032.0
2025-09-25,3259.0
2025-09-26,3277.0
2025-09-27,2266.0
2025-09-28,2334.0
2025-09-29,3804.0
2025-09-30,3984.0
2025-10-01,4068.0
2025-10-02,4213.0
2025-10-03,4313.0
2025-10-04,2780.0
2025-10-05,2788.0
2025-10-06,4306.0
2025-10-07,4181.0
2025-10-08,4309.0
2025-10-09,4085.0
2025-10-10,3899.0
2025-10-11,2402.0
2025-10-12,1391.0
2025-10-13,3523.0
2025-10-14,3296.0
2025-10-15,3138.0
2025-10-16,3020.0
2025-10-17,3004.0
2025-10-18,1915.0
2025-10-19,1841.0
2025-10-20,2891.0
2025-10-21,2883.0
2025-10-22,2810.0
2025-10-23,2889.0
2025-10-24,3032.0
2025-10-25,2046.0
2025-10-26,2106.0
2025-10-27,3465.0
2025-10-28,3545.0
2025-10-29,3618.0
2025-10-30,3750.0
2025-10-31,3717.0
2025-11-01,2560.0
2025-11-02,1588.0
2025-11-03,4176.0
2025-11-04,4136.0
2025-11-05,4090.0
2025-11-06,4095.0
2025-11-07,4115.0
2025-11-08,2722.0
2025-11-09,2633.0
2025-11-10,3901.0
2025-11-11,3715.0
2025-11-12,3536.0
2025-11-13,3439.0
2025-11-14,3247.0
2025-11-15,1264.0
2025-11-16,1949.0
2025-11-17,2909.0
2025-11-18,2782.0
2025-11-19,2704.0
2025-11-20,1625.0
2025-11-21,2759.0
2025-11-22,1762.0
2025-11-23,1843.0
2025-11-24,2951.0
2025-11-25,3074.0
2025-11-26,3157.0
2025-11-27,3351.0
2025-11-28,3370.0
2025-11-29,2267.0
2025-11-30,2413.0
2025-12-01,3901.0
2025-12-02,3956.0
2025-12-03,4062.0
2025-12-04,3950.0
2025-12-05,4168.0
2025-12-06,2565.0
2025-12-07,2568.0
2025-12-08,3981.0
2025-12-09,3826.0
2025-12-10,3730.0
2025-12-11,3609.0
2025-12-12,3491.0
2025-12-13,2291.0
2025-12-14,2134.0
2025-12-15,3024.0
2025-12-16,2863.0
2025-12-17,2949.0
2025-12-18,2772.0
2025-12-19,2644.0
2025-12-20,1731.0
2025-12-21,1637.0
2025-12-22,2649.0
2025-12-23,2846.0
2025-12-24,2899.0
2025-12-25,1768.0
2025-12-26,3087.0
2025-12-27,2071.0
2025-12-28,2229.0
2025-12-29,3456.0
2025-12-30,3597.0
2025-12-31,3783.0
