transaction_id,account_id,date,amount,category,hour,is_fraud,is_holiday,anomaly_score,alert
1879221,3521,2025-10-13,1315.73,cartao,3,True,False,0.8280829068398151,True
1956113,2792,2025-11-07,1735.52,PIX,4,True,False,0.8276845047084694,True
1861906,1491,2025-10-08,1534.51,cartao,1,True,False,0.8276845047084694,True
1990806,1368,2025-11-19,1501.52,boleto,3,True,False,0.8276845047084694,True
1930519,1369,2025-10-31,1692.93,PIX,2,True,False,0.8276845047084694,True
1893194,1357,2025-10-18,1615.91,PIX,0,True,False,0.826888275383875,True
1933161,4969,2025-10-31,1512.11,cartao,3,True,False,0.8252981139065113,True
1890690,1686,2025-10-17,1487.18,cartao,6,True,False,0.8252981139065113,True
2074710,3720,2025-12-16,1407.4,cartao,6,True,False,0.8249010515775343,True
1999545,1669,2025-11-23,1095.36,PIX,1,True,False,0.8245041802807316,True
2065574,956,2025-12-13,1349.59,PIX,3,True,False,0.8237110104160601,True
2072158,4349,2025-12-15,950.37,boleto,0,True,False,0.8225226860640908,True
1867754,3537,2025-10-09,1214.29,cartao,1,True,False,0.8213360760448761,True
2090170,591,2025-12-23,1334.58,saque,3,True,False,0.8209409199070734,True
1965055,2234,2025-11-10,896.32,PIX,2,True,False,0.8201511778852388,True
1982044,3586,2025-11-15,1267.98,boleto,1,True,True,0.8201511778852388,True
1946436,997,2025-11-05,1282.5,cartao,3,True,False,0.8197565918183171,True
1864263,4262,2025-10-08,1214.28,cartao,6,True,False,0.8197565918183171,True
2049230,3443,2025-12-08,895.03,boleto,6,True,False,0.8193621955922056,True
1872386,4343,2025-10-10,1305.07,boleto,1,True,False,0.8189679891155695,True
2011876,2954,2025-11-27,1152.42,cartao,4,True,False,0.8177865072698214,True
1872705,4730,2025-10-10,1263.88,PIX,4,True,False,0.8173930588786146,True
1954811,1128,2025-11-07,1239.37,cartao,2,True,False,0.8173930588786146,True
2085022,3468,2025-12-20,1139.55,PIX,3,True,False,0.8169997997808667,True
2087559,748,2025-12-22,864.12,PIX,1,True,False,0.8166067298855058,True
2005155,2399,2025-11-25,1192.04,PIX,6,True,False,0.8166067298855058,True
1929409,4941,2025-10-30,1057.91,cartao,5,True,False,0.8150363405080329,True
1840168,2572,2025-10-02,1093.53,boleto,3,True,False,0.8150363405080329,True
1887060,706,2025-10-16,1064.76,PIX,5,True,False,0.8150363405080329,True
1907791,4823,2025-10-23,1006.77,PIX,1,True,False,0.8142522786689734,True
1882536,3563,2025-10-14,1109.37,cartao,3,True,False,0.8142522786689734,True
1996354,3676,2025-11-21,1154.75,saque,4,True,False,0.8138605306439928,True
1859691,4008,2025-10-07,1060.0,cartao,1,True,False,0.8138605306439928,True
1980397,3930,2025-11-14,1142.39,cartao,5,True,False,0.8138605306439928,True
2018030,3099,2025-11-29,974.75,PIX,0,True,False,0.8130775999295208,True
1972436,2125,2025-11-12,1107.44,PIX,1,True,False,0.8109149927690162,True
1904675,4398,2025-10-22,1054.19,boleto,2,True,False,0.8109149927690162,True
1955197,1633,2025-11-07,1014.5,cartao,6,True,False,0.8099534015930868,True
2026555,1651,2025-12-02,932.93,PIX,6,True,False,0.8095637218172819,True
1967938,959,2025-11-11,930.92,PIX,6,True,False,0.8095637218172819,True
1862470,2133,2025-10-08,924.99,cartao,6,True,False,0.8077991041113802,True
1937098,4229,2025-11-02,709.45,cartao,5,True,True,0.8072295770938354,True
1892139,4079,2025-10-17,900.39,cartao,2,True,False,0.8064530253312908,True
2000992,378,2025-11-24,699.12,PIX,0,True,False,0.8060650296348837,True
1955571,2088,2025-11-07,884.88,cartao,4,True,False,0.8060650296348837,True
2093392,1202,2025-12-24,876.5,PIX,1,True,False,0.8039210743653352,True
1837083,3880,2025-10-01,873.76,PIX,2,True,False,0.8039210743653352,True
2076905,2412,2025-12-17,875.6,boleto,6,True,False,0.8039210743653352,True
1861037,483,2025-10-08,861.65,PIX,2,True,False,0.8027612999084573,True
2080798,4382,2025-12-18,818.78,PIX,3,True,False,0.8006526494404117,True
2004338,1055,2025-11-25,836.03,PIX,1,True,False,0.8002674443850123,True
1943724,2734,2025-11-04,811.16,boleto,5,True,False,0.8002674443850123,True
2004443,1230,2025-11-25,819.53,cartao,6,True,False,0.8002674443850123,True
